question,intent
help me understand: how did the optimizer allocate my money,ALLOCATION_RATIONALE
help me understand: how diversified is my portfolio,DIVERSIFICATION_QUESTION
help me understand: how do I bake bread,UNKNOWN
help me understand: how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
help me understand: how much risk am I taking,PORTFOLIO_RISK_SUMMARY
help me understand: how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
help me understand: how spread out are my investments,DIVERSIFICATION_QUESTION
help me understand: how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
help me understand: how would a 15% crash affect me,HYPOTHETICAL_SHOCK
help me understand: is my allocation concentrated,DIVERSIFICATION_QUESTION
help me understand: is one sector dominating,DIVERSIFICATION_QUESTION
help me understand: is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
help me understand: justify including LTIM,EXPLAIN_STOCK_INCLUSION
help me understand: justify leaving out LTIM,EXPLAIN_STOCK_EXCLUSION
help me understand: play some music,UNKNOWN
help me understand: reason for excluding BPCL,EXPLAIN_STOCK_EXCLUSION
help me understand: reason for holding BPCL,EXPLAIN_STOCK_INCLUSION
help me understand: reoptimize after a 15% decline,HYPOTHETICAL_SHOCK
help me understand: run a declines scenario,HYPOTHETICAL_SHOCK
help me understand: run an inflation shock,HYPOTHETICAL_SHOCK
help me understand: set an alarm,UNKNOWN
help me understand: show a real market shock result,HYPOTHETICAL_SHOCK
help me understand: show movie times,UNKNOWN
help me understand: show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
help me understand: show stock and sector concentration,DIVERSIFICATION_QUESTION
help me understand: simulate a 10% market declines,HYPOTHETICAL_SHOCK
help me understand: simulate an interest rate increase,HYPOTHETICAL_SHOCK
help me understand: stress test a market crashes,HYPOTHETICAL_SHOCK
help me understand: stress the Energy sector,HYPOTHETICAL_SHOCK
help me understand: summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
help me understand: summarize the optimization decision,ALLOCATION_RATIONALE
help me understand: summarize why this portfolio was chosen,ALLOCATION_RATIONALE
help me understand: tell me a joke,UNKNOWN
help me understand: tell me about sector diversification,DIVERSIFICATION_QUESTION
help me understand: tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
help me understand: tell me why EICHERMOT is excluded,EXPLAIN_STOCK_EXCLUSION
help me understand: tell me why EICHERMOT is included,EXPLAIN_STOCK_INCLUSION
help me understand: translate this sentence,UNKNOWN
help me understand: what determined the allocation,ALLOCATION_RATIONALE
help me understand: what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
help me understand: what does the diversification metric mean,DIVERSIFICATION_QUESTION
help me understand: what drove these weights,ALLOCATION_RATIONALE
help me understand: what happens during a crash,HYPOTHETICAL_SHOCK
help me understand: what if inflation rises 20%,HYPOTHETICAL_SHOCK
help me understand: what if interest rates rise 10%,HYPOTHETICAL_SHOCK
help me understand: what if the IT sector crashes,HYPOTHETICAL_SHOCK
help me understand: what if the market falls,HYPOTHETICAL_SHOCK
help me understand: what is my portfolio diversity,DIVERSIFICATION_QUESTION
help me understand: what is my volatility,PORTFOLIO_RISK_SUMMARY
help me understand: what is quantum physics,UNKNOWN
help me understand: what is the capital of france,UNKNOWN
help me understand: what is the concentration level,DIVERSIFICATION_QUESTION
help me understand: what is the exclusion rationale for INDUSINDBK,EXPLAIN_STOCK_EXCLUSION
help me understand: what is the inclusion rationale for INDUSINDBK,EXPLAIN_STOCK_INCLUSION
help me understand: what is the logic behind the allocation,ALLOCATION_RATIONALE
help me understand: what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
help me understand: what is the realized risk,PORTFOLIO_RISK_SUMMARY
help me understand: what is the weather today,UNKNOWN
help me understand: what is your favorite color,UNKNOWN
help me understand: what kept WIPRO out,EXPLAIN_STOCK_EXCLUSION
help me understand: what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
help me understand: what made WIPRO get selected,EXPLAIN_STOCK_INCLUSION
help me understand: what prevented a SUNPHARMA position,EXPLAIN_STOCK_EXCLUSION
help me understand: what supports the SUNPHARMA position,EXPLAIN_STOCK_INCLUSION
help me understand: who won the football match,UNKNOWN
help me understand: why are the weights like this,ALLOCATION_RATIONALE
help me understand: why did I get these holdings,ALLOCATION_RATIONALE
help me understand: why did the optimizer choose NTPC,EXPLAIN_STOCK_INCLUSION
help me understand: why did the optimizer reject NTPC,EXPLAIN_STOCK_EXCLUSION
help me understand: why did you exclude DIVISLAB,EXPLAIN_STOCK_EXCLUSION
help me understand: why did you include DIVISLAB,EXPLAIN_STOCK_INCLUSION
help me understand: why does my allocation contain HINDALCO,EXPLAIN_STOCK_INCLUSION
help me understand: why does my allocation omit HINDALCO,EXPLAIN_STOCK_EXCLUSION
help me understand: why is BHARTIARTL in my portfolio,EXPLAIN_STOCK_INCLUSION
help me understand: why is BHARTIARTL not in my portfolio,EXPLAIN_STOCK_EXCLUSION
help me understand: why is MARUTI missing from my holdings,EXPLAIN_STOCK_EXCLUSION
help me understand: why is MARUTI one of my holdings,EXPLAIN_STOCK_INCLUSION
help me understand: why is money allocated to ASIANPAINT,EXPLAIN_STOCK_INCLUSION
help me understand: why is no money allocated to ASIANPAINT,EXPLAIN_STOCK_EXCLUSION
help me understand: why is the portfolio allocated this way,ALLOCATION_RATIONALE
help me understand: why this combination of stocks,ALLOCATION_RATIONALE
help me understand: why was AXISBANK bought,EXPLAIN_STOCK_INCLUSION
help me understand: why was AXISBANK not selected,EXPLAIN_STOCK_EXCLUSION
help me understand: write an email for me,UNKNOWN
how balanced is the portfolio,DIVERSIFICATION_QUESTION
how did the optimizer allocate my money,ALLOCATION_RATIONALE
how diversified is my portfolio,DIVERSIFICATION_QUESTION
how do I bake bread,UNKNOWN
how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
how much risk am I taking,PORTFOLIO_RISK_SUMMARY
how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
how spread out are my investments,DIVERSIFICATION_QUESTION
how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
how would a 15% crash affect me,HYPOTHETICAL_SHOCK
"in simple terms, am I well diversified",DIVERSIFICATION_QUESTION
"in simple terms, book a restaurant",UNKNOWN
"in simple terms, describe diversification",DIVERSIFICATION_QUESTION
"in simple terms, describe the portfolio construction",ALLOCATION_RATIONALE
"in simple terms, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"in simple terms, do I hold enough different assets",DIVERSIFICATION_QUESTION
"in simple terms, explain my diversification score",DIVERSIFICATION_QUESTION
"in simple terms, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"in simple terms, explain the overall allocation",ALLOCATION_RATIONALE
"in simple terms, explain the overall investment mix",ALLOCATION_RATIONALE
"in simple terms, explain the rejection of HINDALCO",EXPLAIN_STOCK_EXCLUSION
"in simple terms, explain the selected mix",ALLOCATION_RATIONALE
"in simple terms, explain the selection of HINDALCO",EXPLAIN_STOCK_INCLUSION
"in simple terms, explain why we do not own INFY",EXPLAIN_STOCK_EXCLUSION
"in simple terms, explain why we own INFY",EXPLAIN_STOCK_INCLUSION
"in simple terms, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"in simple terms, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"in simple terms, give me the portfolio rationale",ALLOCATION_RATIONALE
"in simple terms, give me world news",UNKNOWN
"in simple terms, help me buy a phone",UNKNOWN
"in simple terms, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"in simple terms, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"in simple terms, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"in simple terms, how do I bake bread",UNKNOWN
"in simple terms, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"in simple terms, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"in simple terms, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"in simple terms, how spread out are my investments",DIVERSIFICATION_QUESTION
"in simple terms, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"in simple terms, how would a 10% crash affect me",HYPOTHETICAL_SHOCK
"in simple terms, is my allocation concentrated",DIVERSIFICATION_QUESTION
"in simple terms, is one sector dominating",DIVERSIFICATION_QUESTION
"in simple terms, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"in simple terms, justify including TATASTEEL",EXPLAIN_STOCK_INCLUSION
"in simple terms, justify leaving out TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"in simple terms, play some music",UNKNOWN
"in simple terms, reason for excluding NTPC",EXPLAIN_STOCK_EXCLUSION
"in simple terms, reason for holding NTPC",EXPLAIN_STOCK_INCLUSION
"in simple terms, reoptimize after a 10% decline",HYPOTHETICAL_SHOCK
"in simple terms, run a declines scenario",HYPOTHETICAL_SHOCK
"in simple terms, run an inflation shock",HYPOTHETICAL_SHOCK
"in simple terms, set an alarm",UNKNOWN
"in simple terms, show a real market shock result",HYPOTHETICAL_SHOCK
"in simple terms, show movie times",UNKNOWN
"in simple terms, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"in simple terms, show stock and sector concentration",DIVERSIFICATION_QUESTION
"in simple terms, simulate a 5% market declines",HYPOTHETICAL_SHOCK
"in simple terms, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"in simple terms, stress test a market crashes",HYPOTHETICAL_SHOCK
"in simple terms, stress the IT sector",HYPOTHETICAL_SHOCK
"in simple terms, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"in simple terms, summarize the optimization decision",ALLOCATION_RATIONALE
"in simple terms, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"in simple terms, tell me a joke",UNKNOWN
"in simple terms, tell me about sector diversification",DIVERSIFICATION_QUESTION
"in simple terms, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"in simple terms, tell me why ASIANPAINT is excluded",EXPLAIN_STOCK_EXCLUSION
"in simple terms, tell me why ASIANPAINT is included",EXPLAIN_STOCK_INCLUSION
"in simple terms, translate this sentence",UNKNOWN
"in simple terms, what determined the allocation",ALLOCATION_RATIONALE
"in simple terms, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"in simple terms, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"in simple terms, what drove these weights",ALLOCATION_RATIONALE
"in simple terms, what happens during a crash",HYPOTHETICAL_SHOCK
"in simple terms, what if inflation rises 15%",HYPOTHETICAL_SHOCK
"in simple terms, what if interest rates rise 5%",HYPOTHETICAL_SHOCK
"in simple terms, what if the Pharma sector crashes",HYPOTHETICAL_SHOCK
"in simple terms, what if the market falls",HYPOTHETICAL_SHOCK
"in simple terms, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"in simple terms, what is my volatility",PORTFOLIO_RISK_SUMMARY
"in simple terms, what is quantum physics",UNKNOWN
"in simple terms, what is the capital of france",UNKNOWN
"in simple terms, what is the concentration level",DIVERSIFICATION_QUESTION
"in simple terms, what is the exclusion rationale for TCS",EXPLAIN_STOCK_EXCLUSION
"in simple terms, what is the inclusion rationale for TCS",EXPLAIN_STOCK_INCLUSION
"in simple terms, what is the logic behind the allocation",ALLOCATION_RATIONALE
"in simple terms, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"in simple terms, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"in simple terms, what is the weather today",UNKNOWN
"in simple terms, what is your favorite color",UNKNOWN
"in simple terms, what kept EICHERMOT out",EXPLAIN_STOCK_EXCLUSION
"in simple terms, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"in simple terms, what made EICHERMOT get selected",EXPLAIN_STOCK_INCLUSION
"in simple terms, what prevented a INDUSINDBK position",EXPLAIN_STOCK_EXCLUSION
"in simple terms, what supports the INDUSINDBK position",EXPLAIN_STOCK_INCLUSION
"in simple terms, who won the football match",UNKNOWN
"in simple terms, why are the weights like this",ALLOCATION_RATIONALE
"in simple terms, why did I get these holdings",ALLOCATION_RATIONALE
"in simple terms, why did the optimizer choose MARUTI",EXPLAIN_STOCK_INCLUSION
"in simple terms, why did the optimizer reject MARUTI",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why did you exclude BPCL",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why did you include BPCL",EXPLAIN_STOCK_INCLUSION
"in simple terms, why does my allocation contain LTIM",EXPLAIN_STOCK_INCLUSION
"in simple terms, why does my allocation omit LTIM",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why is AXISBANK in my portfolio",EXPLAIN_STOCK_INCLUSION
"in simple terms, why is AXISBANK not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why is HDFCBANK missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why is HDFCBANK one of my holdings",EXPLAIN_STOCK_INCLUSION
"in simple terms, why is money allocated to RELIANCE",EXPLAIN_STOCK_INCLUSION
"in simple terms, why is no money allocated to RELIANCE",EXPLAIN_STOCK_EXCLUSION
"in simple terms, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"in simple terms, why this combination of stocks",ALLOCATION_RATIONALE
"in simple terms, why was SUNPHARMA bought",EXPLAIN_STOCK_INCLUSION
"in simple terms, why was SUNPHARMA not selected",EXPLAIN_STOCK_EXCLUSION
"in simple terms, write an email for me",UNKNOWN
is my allocation concentrated,DIVERSIFICATION_QUESTION
is one sector dominating,DIVERSIFICATION_QUESTION
is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
justify including BPCL,EXPLAIN_STOCK_INCLUSION
justify leaving out BPCL,EXPLAIN_STOCK_EXCLUSION
play some music,UNKNOWN
please am I well diversified,DIVERSIFICATION_QUESTION
please book a restaurant,UNKNOWN
please describe diversification,DIVERSIFICATION_QUESTION
please describe the portfolio construction,ALLOCATION_RATIONALE
please describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
please do I hold enough different assets,DIVERSIFICATION_QUESTION
please explain my diversification score,DIVERSIFICATION_QUESTION
please explain my risk numbers,PORTFOLIO_RISK_SUMMARY
please explain the overall allocation,ALLOCATION_RATIONALE
please explain the overall investment mix,ALLOCATION_RATIONALE
please explain the rejection of INFY,EXPLAIN_STOCK_EXCLUSION
please explain the selected mix,ALLOCATION_RATIONALE
please explain the selection of INFY,EXPLAIN_STOCK_INCLUSION
please explain why we do not own LTIM,EXPLAIN_STOCK_EXCLUSION
please explain why we own LTIM,EXPLAIN_STOCK_INCLUSION
please give me a risk summary,PORTFOLIO_RISK_SUMMARY
please give me the concentration breakdown,DIVERSIFICATION_QUESTION
please give me the portfolio rationale,ALLOCATION_RATIONALE
please give me world news,UNKNOWN
please help me buy a phone,UNKNOWN
please how balanced is the portfolio,DIVERSIFICATION_QUESTION
please how did the optimizer allocate my money,ALLOCATION_RATIONALE
please how diversified is my portfolio,DIVERSIFICATION_QUESTION
please how do I bake bread,UNKNOWN
please how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
please how much risk am I taking,PORTFOLIO_RISK_SUMMARY
please how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
please how spread out are my investments,DIVERSIFICATION_QUESTION
please how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
please how would a 20% crash affect me,HYPOTHETICAL_SHOCK
please is my allocation concentrated,DIVERSIFICATION_QUESTION
please is one sector dominating,DIVERSIFICATION_QUESTION
please is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
please justify including HINDALCO,EXPLAIN_STOCK_INCLUSION
please justify leaving out HINDALCO,EXPLAIN_STOCK_EXCLUSION
please play some music,UNKNOWN
please reason for excluding DIVISLAB,EXPLAIN_STOCK_EXCLUSION
please reason for holding DIVISLAB,EXPLAIN_STOCK_INCLUSION
please reoptimize after a 20% decline,HYPOTHETICAL_SHOCK
please run a declines scenario,HYPOTHETICAL_SHOCK
please run an inflation shock,HYPOTHETICAL_SHOCK
please set an alarm,UNKNOWN
please show a real market shock result,HYPOTHETICAL_SHOCK
please show movie times,UNKNOWN
please show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
please show stock and sector concentration,DIVERSIFICATION_QUESTION
please simulate a 15% market declines,HYPOTHETICAL_SHOCK
please simulate an interest rate increase,HYPOTHETICAL_SHOCK
please stress test a market crashes,HYPOTHETICAL_SHOCK
please stress the Financial Services sector,HYPOTHETICAL_SHOCK
please summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
please summarize the optimization decision,ALLOCATION_RATIONALE
please summarize why this portfolio was chosen,ALLOCATION_RATIONALE
please tell me a joke,UNKNOWN
please tell me about sector diversification,DIVERSIFICATION_QUESTION
please tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
please tell me why WIPRO is excluded,EXPLAIN_STOCK_EXCLUSION
please tell me why WIPRO is included,EXPLAIN_STOCK_INCLUSION
please translate this sentence,UNKNOWN
please what determined the allocation,ALLOCATION_RATIONALE
please what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
please what does the diversification metric mean,DIVERSIFICATION_QUESTION
please what drove these weights,ALLOCATION_RATIONALE
please what happens during a crash,HYPOTHETICAL_SHOCK
please what if inflation rises 25%,HYPOTHETICAL_SHOCK
please what if interest rates rise 15%,HYPOTHETICAL_SHOCK
please what if the Energy sector crashes,HYPOTHETICAL_SHOCK
please what if the market falls,HYPOTHETICAL_SHOCK
please what is my portfolio diversity,DIVERSIFICATION_QUESTION
please what is my volatility,PORTFOLIO_RISK_SUMMARY
please what is quantum physics,UNKNOWN
please what is the capital of france,UNKNOWN
please what is the concentration level,DIVERSIFICATION_QUESTION
please what is the exclusion rationale for SUNPHARMA,EXPLAIN_STOCK_EXCLUSION
please what is the inclusion rationale for SUNPHARMA,EXPLAIN_STOCK_INCLUSION
please what is the logic behind the allocation,ALLOCATION_RATIONALE
please what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
please what is the realized risk,PORTFOLIO_RISK_SUMMARY
please what is the weather today,UNKNOWN
please what is your favorite color,UNKNOWN
please what kept ITC out,EXPLAIN_STOCK_EXCLUSION
please what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
please what made ITC get selected,EXPLAIN_STOCK_INCLUSION
please what prevented a AXISBANK position,EXPLAIN_STOCK_EXCLUSION
please what supports the AXISBANK position,EXPLAIN_STOCK_INCLUSION
please who won the football match,UNKNOWN
please why are the weights like this,ALLOCATION_RATIONALE
please why did I get these holdings,ALLOCATION_RATIONALE
please why did the optimizer choose BPCL,EXPLAIN_STOCK_INCLUSION
please why did the optimizer reject BPCL,EXPLAIN_STOCK_EXCLUSION
please why did you exclude HDFCBANK,EXPLAIN_STOCK_EXCLUSION
please why did you include HDFCBANK,EXPLAIN_STOCK_INCLUSION
please why does my allocation contain M&M,EXPLAIN_STOCK_INCLUSION
please why does my allocation omit M&M,EXPLAIN_STOCK_EXCLUSION
please why is NTPC missing from my holdings,EXPLAIN_STOCK_EXCLUSION
please why is NTPC one of my holdings,EXPLAIN_STOCK_INCLUSION
please why is TCS in my portfolio,EXPLAIN_STOCK_INCLUSION
please why is TCS not in my portfolio,EXPLAIN_STOCK_EXCLUSION
please why is money allocated to EICHERMOT,EXPLAIN_STOCK_INCLUSION
please why is no money allocated to EICHERMOT,EXPLAIN_STOCK_EXCLUSION
please why is the portfolio allocated this way,ALLOCATION_RATIONALE
please why this combination of stocks,ALLOCATION_RATIONALE
please why was BHARTIARTL bought,EXPLAIN_STOCK_INCLUSION
please why was BHARTIARTL not selected,EXPLAIN_STOCK_EXCLUSION
please write an email for me,UNKNOWN
quickly am I well diversified,DIVERSIFICATION_QUESTION
quickly book a restaurant,UNKNOWN
quickly describe diversification,DIVERSIFICATION_QUESTION
quickly describe the portfolio construction,ALLOCATION_RATIONALE
quickly describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
quickly do I hold enough different assets,DIVERSIFICATION_QUESTION
quickly explain my diversification score,DIVERSIFICATION_QUESTION
quickly explain my risk numbers,PORTFOLIO_RISK_SUMMARY
quickly explain the overall allocation,ALLOCATION_RATIONALE
quickly explain the overall investment mix,ALLOCATION_RATIONALE
quickly explain the rejection of INDUSINDBK,EXPLAIN_STOCK_EXCLUSION
quickly explain the selected mix,ALLOCATION_RATIONALE
quickly explain the selection of INDUSINDBK,EXPLAIN_STOCK_INCLUSION
quickly explain why we do not own AXISBANK,EXPLAIN_STOCK_EXCLUSION
quickly explain why we own AXISBANK,EXPLAIN_STOCK_INCLUSION
quickly give me a risk summary,PORTFOLIO_RISK_SUMMARY
quickly give me the concentration breakdown,DIVERSIFICATION_QUESTION
quickly give me the portfolio rationale,ALLOCATION_RATIONALE
quickly give me world news,UNKNOWN
quickly help me buy a phone,UNKNOWN
quickly how balanced is the portfolio,DIVERSIFICATION_QUESTION
quickly how did the optimizer allocate my money,ALLOCATION_RATIONALE
quickly how diversified is my portfolio,DIVERSIFICATION_QUESTION
quickly how do I bake bread,UNKNOWN
quickly how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
quickly how much risk am I taking,PORTFOLIO_RISK_SUMMARY
quickly how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
quickly how spread out are my investments,DIVERSIFICATION_QUESTION
quickly how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
quickly how would a 15% crash affect me,HYPOTHETICAL_SHOCK
quickly is my allocation concentrated,DIVERSIFICATION_QUESTION
quickly is one sector dominating,DIVERSIFICATION_QUESTION
quickly is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
quickly justify including BHARTIARTL,EXPLAIN_STOCK_INCLUSION
quickly justify leaving out BHARTIARTL,EXPLAIN_STOCK_EXCLUSION
quickly play some music,UNKNOWN
quickly reason for excluding RELIANCE,EXPLAIN_STOCK_EXCLUSION
quickly reason for holding RELIANCE,EXPLAIN_STOCK_INCLUSION
quickly reoptimize after a 15% decline,HYPOTHETICAL_SHOCK
quickly run a crashes scenario,HYPOTHETICAL_SHOCK
quickly run an inflation shock,HYPOTHETICAL_SHOCK
quickly set an alarm,UNKNOWN
quickly show a real market shock result,HYPOTHETICAL_SHOCK
quickly show movie times,UNKNOWN
quickly show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
quickly show stock and sector concentration,DIVERSIFICATION_QUESTION
quickly simulate a 10% market crashes,HYPOTHETICAL_SHOCK
quickly simulate an interest rate increase,HYPOTHETICAL_SHOCK
quickly stress test a market declines,HYPOTHETICAL_SHOCK
quickly stress the Energy sector,HYPOTHETICAL_SHOCK
quickly summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
quickly summarize the optimization decision,ALLOCATION_RATIONALE
quickly summarize why this portfolio was chosen,ALLOCATION_RATIONALE
quickly tell me a joke,UNKNOWN
quickly tell me about sector diversification,DIVERSIFICATION_QUESTION
quickly tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
quickly tell me why HDFCBANK is excluded,EXPLAIN_STOCK_EXCLUSION
quickly tell me why HDFCBANK is included,EXPLAIN_STOCK_INCLUSION
quickly translate this sentence,UNKNOWN
quickly what determined the allocation,ALLOCATION_RATIONALE
quickly what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
quickly what does the diversification metric mean,DIVERSIFICATION_QUESTION
quickly what drove these weights,ALLOCATION_RATIONALE
quickly what happens during a crash,HYPOTHETICAL_SHOCK
quickly what if inflation rises 20%,HYPOTHETICAL_SHOCK
quickly what if interest rates rise 10%,HYPOTHETICAL_SHOCK
quickly what if the IT sector crashes,HYPOTHETICAL_SHOCK
quickly what if the market drops,HYPOTHETICAL_SHOCK
quickly what is my portfolio diversity,DIVERSIFICATION_QUESTION
quickly what is my volatility,PORTFOLIO_RISK_SUMMARY
quickly what is quantum physics,UNKNOWN
quickly what is the capital of france,UNKNOWN
quickly what is the concentration level,DIVERSIFICATION_QUESTION
quickly what is the exclusion rationale for M&M,EXPLAIN_STOCK_EXCLUSION
quickly what is the inclusion rationale for M&M,EXPLAIN_STOCK_INCLUSION
quickly what is the logic behind the allocation,ALLOCATION_RATIONALE
quickly what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
quickly what is the realized risk,PORTFOLIO_RISK_SUMMARY
quickly what is the weather today,UNKNOWN
quickly what is your favorite color,UNKNOWN
quickly what kept MARUTI out,EXPLAIN_STOCK_EXCLUSION
quickly what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
quickly what made MARUTI get selected,EXPLAIN_STOCK_INCLUSION
quickly what prevented a INFY position,EXPLAIN_STOCK_EXCLUSION
quickly what supports the INFY position,EXPLAIN_STOCK_INCLUSION
quickly who won the football match,UNKNOWN
quickly why are the weights like this,ALLOCATION_RATIONALE
quickly why did I get these holdings,ALLOCATION_RATIONALE
quickly why did the optimizer choose ITC,EXPLAIN_STOCK_INCLUSION
quickly why did the optimizer reject ITC,EXPLAIN_STOCK_EXCLUSION
quickly why did you exclude ASIANPAINT,EXPLAIN_STOCK_EXCLUSION
quickly why did you include ASIANPAINT,EXPLAIN_STOCK_INCLUSION
quickly why does my allocation contain TCS,EXPLAIN_STOCK_INCLUSION
quickly why does my allocation omit TCS,EXPLAIN_STOCK_EXCLUSION
quickly why is LTIM in my portfolio,EXPLAIN_STOCK_INCLUSION
quickly why is LTIM not in my portfolio,EXPLAIN_STOCK_EXCLUSION
quickly why is WIPRO missing from my holdings,EXPLAIN_STOCK_EXCLUSION
quickly why is WIPRO one of my holdings,EXPLAIN_STOCK_INCLUSION
quickly why is money allocated to DIVISLAB,EXPLAIN_STOCK_INCLUSION
quickly why is no money allocated to DIVISLAB,EXPLAIN_STOCK_EXCLUSION
quickly why is the portfolio allocated this way,ALLOCATION_RATIONALE
quickly why this combination of stocks,ALLOCATION_RATIONALE
quickly why was TATASTEEL bought,EXPLAIN_STOCK_INCLUSION
quickly why was TATASTEEL not selected,EXPLAIN_STOCK_EXCLUSION
quickly write an email for me,UNKNOWN
reason for excluding BHARTIARTL,EXPLAIN_STOCK_EXCLUSION
reason for holding BHARTIARTL,EXPLAIN_STOCK_INCLUSION
reoptimize after a 15% decline,HYPOTHETICAL_SHOCK
run a falls scenario,HYPOTHETICAL_SHOCK
run an inflation shock,HYPOTHETICAL_SHOCK
set an alarm,UNKNOWN
show a real market shock result,HYPOTHETICAL_SHOCK
show me: am I well diversified,DIVERSIFICATION_QUESTION
show me: book a restaurant,UNKNOWN
show me: describe diversification,DIVERSIFICATION_QUESTION
show me: describe the portfolio construction,ALLOCATION_RATIONALE
show me: describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
show me: do I hold enough different assets,DIVERSIFICATION_QUESTION
show me: explain my diversification score,DIVERSIFICATION_QUESTION
show me: explain my risk numbers,PORTFOLIO_RISK_SUMMARY
show me: explain the overall allocation,ALLOCATION_RATIONALE
show me: explain the overall investment mix,ALLOCATION_RATIONALE
show me: explain the rejection of EICHERMOT,EXPLAIN_STOCK_EXCLUSION
show me: explain the selected mix,ALLOCATION_RATIONALE
show me: explain the selection of EICHERMOT,EXPLAIN_STOCK_INCLUSION
show me: explain why we do not own ITC,EXPLAIN_STOCK_EXCLUSION
show me: explain why we own ITC,EXPLAIN_STOCK_INCLUSION
show me: give me a risk summary,PORTFOLIO_RISK_SUMMARY
show me: give me the concentration breakdown,DIVERSIFICATION_QUESTION
show me: give me the portfolio rationale,ALLOCATION_RATIONALE
show me: give me world news,UNKNOWN
show me: help me buy a phone,UNKNOWN
show me: how balanced is the portfolio,DIVERSIFICATION_QUESTION
show me: how did the optimizer allocate my money,ALLOCATION_RATIONALE
show me: how diversified is my portfolio,DIVERSIFICATION_QUESTION
show me: how do I bake bread,UNKNOWN
show me: how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
show me: how much risk am I taking,PORTFOLIO_RISK_SUMMARY
show me: how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
show me: how spread out are my investments,DIVERSIFICATION_QUESTION
show me: how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
show me: how would a 15% crash affect me,HYPOTHETICAL_SHOCK
